latitude,longitude,Place_Name,Vaccine_Type,Phone,Website,Prescreening_Website,Address,City,Zip,County
41.463314,-81.085555,Rite Aid #RA104279,Pfizer-BioNTech - Ages 12 years and older,440-632-5201,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,15596 WEST HIGH STREET,MIDDLEFIELD,44062-9292,Geauga County
41.388178,-81.5254,"CVS Pharmacy, Inc. #04330",Pfizer-BioNTech - Ages 12 years and older,(440) 439-5766,https://www.cvs.com/store-locator/details-directions/004330,https://www.cvs.com/immunizations/covid-19-vaccine,140 SOLON ROAD,BEDFORD,44146,Cuyahoga County
41.388789,-82.109301,"CVS Pharmacy, Inc. #16570",Pfizer-BioNTech - Ages 12 years and older,(440) 324-2339,https://www.cvs.com/store-locator/details-directions/016570,https://www.cvs.com/immunizations/covid-19-vaccine,240 MARKET DR,ELYRIA,44035,Lorain County
39.566258,-84.277737,Walmart Inc #10-3784,Moderna - Ages 6 months through 11 years,9377040568,https://www.walmart.com/store/3784,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,1275 E 2nd St,Franklin,45005-1994,Warren County
41.141056,-81.864565,Rite Aid #RA101283,Moderna - Ages 12 years and older,330-725-4104,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,207 NORTH COURT STREET,MEDINA,44256-2201,Medina County
39.413623,-81.451545,"CVS Pharmacy, Inc. #03422",Pfizer-BioNTech - Ages 12 years and older,(740) 373-2961,https://www.cvs.com/store-locator/details-directions/003422,https://www.cvs.com/immunizations/covid-19-vaccine,131 3RD ST.,MARIETTA,45750,Washington County
39.381031,-84.547405,Kroger Pharmacy #01400934,Moderna - Ages 6 months through 11 years,(513) 868-5440,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1450 S ERIE HWY,HAMILTON,45011,Butler County
40.579646,-83.072219,Meijer #111,Moderna - Ages 6 months through 11 years,740-389-5402,https://www.meijer.com/services/pharmacy.html,https://rx.meijer.com/appt/SV0001,2153 Marion-Mt Gilead Rd,Marion,43302,Marion County
39.292817,-84.564767,"CVS Pharmacy, Inc. #07699",Pfizer-BioNTech - Ages 12 years and older,(513) 742-1155,https://www.cvs.com/store-locator/details-directions/007699,https://www.cvs.com/immunizations/covid-19-vaccine,11611 HAMILTON AVENUE,CINCINNATI,45231,Hamilton County
39.890278,-84.199427,Rite Aid #RA103031,Moderna - Ages 12 years and older,937-898-8829,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,10 W. NATIONAL ROAD,VANDALIA,45377-1933,Montgomery County
41.594419,-81.549294,Rite Aid #RA104071,Moderna - Ages 6 months through 11 years,216-383-7600,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,475 E 185TH STREET,EUCLID,44119-1355,Cuyahoga County
41.364428,-81.717841,"CVS Pharmacy, Inc. #03817",Novavax - Ages 12 years and older,(440) 887-8038,https://www.cvs.com/store-locator/details-directions/003817,https://www.cvs.com/immunizations/covid-19-vaccine,7412 STATE ROAD,PARMA,44134,Cuyahoga County
41.609684,-83.714143000000007,Rite Aid #RA102343,Moderna - Ages 12 years and older,419-866-8943,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,7225 AIRPORT HIGHWAY,HOLLAND,43528-7829,Lucas County
41.035477,-81.728203,"CVS Pharmacy, Inc. #03088",Moderna - Ages 12 years and older,(330) 336-6444,https://www.cvs.com/store-locator/details-directions/003088,https://www.cvs.com/immunizations/covid-19-vaccine,473 HIGH STREET,WADSWORTH,44281,Medina County
38.531378,-82.681535,"CVS Pharmacy, Inc. #03474",Pfizer-BioNTech - Ages 5 through 11 years,(740) 532-4354,https://www.cvs.com/store-locator/details-directions/003474,https://www.cvs.com/immunizations/covid-19-vaccine,320 JEFFERSON ST.,IRONTON,45638,Lawrence County
39.312249,-84.319135,Walmart Inc #10-1441,Pfizer-BioNTech - Ages 12 years and older,5135839330,https://www.walmart.com/store/1441,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,5303 Bowen Dr,Mason,45040-6732,Warren County
40.106377,-83.736806,"CVS Pharmacy, Inc. #03452",Novavax - Ages 12 years and older,(937) 653-7139,https://www.cvs.com/store-locator/details-directions/003452,https://www.cvs.com/immunizations/covid-19-vaccine,719 SCIOTO ST,URBANA,43078,Champaign County
40.000954,-83.008042,"CVS Pharmacy, Inc. #17729",Moderna - Ages 12 years and older,(614) 298-8051,https://www.cvs.com/store-locator/details-directions/017729,https://www.cvs.com/immunizations/covid-19-vaccine,1892 NORTH HIGH ST,COLUMBUS,43201,Franklin County
40.400589,-82.45869,Kroger Pharmacy #01600820,Moderna - Ages 12 years and older,(740) 393-2487,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,855 COSHOCTON AVE,MOUNT VERNON,43050,Knox County
40.140081,-82.98997,Kroger Pharmacy #01600839,Moderna - Ages 6 months through 11 years,(614) 430-2445,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1177 POLARIS PKWY,COLUMBUS,43240,Delaware County
41.022048,-83.648725,Kroger Pharmacy #01600510,Pfizer-BioNTech - Ages 5 through 11 years,(419) 423-4721,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,101 6TH ST,FINDLAY,45840,Hancock County
41.584432,-83.666988,Kroger Pharmacy #01600525,Pfizer-BioNTech - Ages 12 years and older,(567) 302-2689,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1435 REYNOLDS RD,MAUMEE,43537,Lucas County
39.785739,-83.995711,Kroger Pharmacy #01400838,Moderna - Ages 12 years and older,(937) 318-3920,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1161 E DAYTON YELLOW SPRINGS RD,FAIRBORN,45324,Greene County
40.111367,-82.948559,"CVS Pharmacy, Inc. #03992",Novavax - Ages 12 years and older,(614) 891-9771,https://www.cvs.com/store-locator/details-directions/003992,https://www.cvs.com/immunizations/covid-19-vaccine,620 S. CLEVELAND AVE.,WESTERVILLE,43081,Franklin County
41.062147,-80.71044,Rite Aid #RA100195,Pfizer-BioNTech - Ages 12 years and older,330-797-9485,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,3527 CANFIELD ROAD,YOUNGSTOWN,44511-2816,Mahoning County
40.125752,-82.980816,"CVS Pharmacy, Inc. #06163",Novavax - Ages 12 years and older,(614) 841-0336,https://www.cvs.com/store-locator/details-directions/006163,https://www.cvs.com/immunizations/covid-19-vaccine,711 PARK RD.,WORTHINGTON,43085,Franklin County
40.764658,-83.82269,Rite Aid #RA107844,Moderna - Ages 12 years and older,419-634-0888,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,610 S MAIN STREET,ADA,45810-1503,Hardin County
39.862913,-84.312738,Kroger Pharmacy #01400938,Moderna - Ages 6 months through 11 years,(937) 832-4080,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,885 UNION BLVD,ENGLEWOOD,45322,Montgomery County
40.141983,-84.264694,Kroger Pharmacy #01400932,Moderna - Ages 12 years and older,(937) 615-7020,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1508 COVINGTON AVE,PIQUA,45356,Miami County
40.476984,-82.541665,Rite Aid #RA103266,Pfizer-BioNTech - Ages 12 years and older,740-694-5717,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,117 SOUTH MAIN STREET,FREDERICKTOWN,43019-1225,Knox County
39.073174,-84.348923,"CVS Pharmacy, Inc. #06123",Moderna - Ages 6 months through 11 years,(513) 231-4591,https://www.cvs.com/store-locator/details-directions/006123,https://www.cvs.com/immunizations/covid-19-vaccine,7500 BEECHMONT AVE,CINCINNATI,45255,Hamilton County
40.032899,-82.911243,"CVS Pharmacy, Inc. #09898",Pfizer-BioNTech - Ages 5 through 11 years,(614) 337-6210,https://www.cvs.com/store-locator/details-directions/009898,https://www.cvs.com/immunizations/covid-19-vaccine,2929 STELZER RD.,COLUMBUS,43219,Franklin County
40.005078,-82.6594,"CVS Pharmacy, Inc. #05425",Novavax - Ages 12 years and older,(740) 927-6705,https://www.cvs.com/store-locator/details-directions/005425,https://www.cvs.com/immunizations/covid-19-vaccine,8910 E. BROAD ST.,PATASKALA,43062,Licking County
40.808799,-81.371277,Rite Aid #RA103700,Pfizer-BioNTech - Ages 12 years and older,330-456-4791,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,114 12TH STREET NE,CANTON,44704-1024,Stark County
41.425553,-82.347817,Rite Aid #RA104580,Pfizer-BioNTech - Ages 12 years and older,440-967-2018,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,4580 LIBERTY AVENUE,VERMILION,44089-3285,Lorain County
41.676421,-83.625864000000007,Costco Wholesale Corporation #1007,Pfizer-BioNTech - Ages 12 years and older,(419)-381-5009,https://www.costco.com/pharmacy/adult-immunization-program.html,https://www.costco.com/pharmacy/adult-immunization-program.html,3405 WEST CENTRAL AVE,TOLEDO,43606,Lucas County
39.442943,-84.377966,Kroger Pharmacy #01400336,Moderna - Ages 6 months through 11 years,(513) 727-7440,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,3033 HERITAGE GREEN DR,MONROE,45050,Butler County
39.606981,-84.162968,Kroger Pharmacy #01400923,Moderna - Ages 12 years and older,(937) 439-6420,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1095 S MAIN ST,CENTERVILLE,45458,Montgomery County
39.937092,-83.835784,Kroger Pharmacy #01400832,Moderna - Ages 12 years and older,(937) 323-0282,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,965 N BECHTLE AVE,SPRINGFIELD,45504,Clark County
41.291922,-80.84859,Rite Aid #RA100713,Pfizer-BioNTech - Ages 12 years and older,330-847-0016,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,5001 MAHONING AVENUE,WARREN,44483-1407,Trumbull County
40.058855,-82.952424,"CVS Pharmacy, Inc. #03413",Novavax - Ages 12 years and older,(614) 475-3611,https://www.cvs.com/store-locator/details-directions/003413,https://www.cvs.com/immunizations/covid-19-vaccine,4400 CLEVELAND AVE,COLUMBUS,43224,Franklin County
40.799197,-81.398233,"CVS Pharmacy, Inc. #10372",Pfizer-BioNTech - Ages 5 through 11 years,(330) 453-4845,https://www.cvs.com/store-locator/details-directions/010372,https://www.cvs.com/immunizations/covid-19-vaccine,2210 WEST TUSCARAWAS STREET,CANTON,44708,Stark County
41.584432,-83.666988,Kroger Pharmacy #01600525,Pfizer-BioNTech - Ages 5 through 11 years,(567) 302-2689,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1435 REYNOLDS RD,MAUMEE,43537,Lucas County
39.132913,-82.977373,Kroger Pharmacy #01600363,Pfizer-BioNTech - Ages 5 through 11 years,(740) 947-0128,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,220 WAVERLY PLZ,WAVERLY,45690,Pike County
40.054208,-83.07221,Kroger Pharmacy #01600328,Moderna - Ages 12 years and older,(614) 457-1939,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1955 HENDERSON RD,UPPER ARLINGTON,43220,Franklin County
41.432484,-82.704742,Rite Aid #RA104937,Moderna - Ages 12 years and older,419-624-8442,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,334 WEST PERKINS AVENUE,SANDUSKY,44870-4804,Erie County
40.399557,-82.456235,"CVS Pharmacy, Inc. #06151",Novavax - Ages 12 years and older,(740) 397-5505,https://www.cvs.com/store-locator/details-directions/006151,https://www.cvs.com/immunizations/covid-19-vaccine,900 COSHOCTON AVE,MOUNT VERNON,43050,Knox County
40.552893,-84.40947,Rite Aid #RA101198,Pfizer-BioNTech - Ages 12 years and older,419-394-3542,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,1502 EXECUTIVE DRIVE,ST MARYS,45885-3317,Auglaize County
39.359139,-84.45845,Kroger Pharmacy #01400959,Moderna - Ages 6 months through 11 years,(513) 682-8040,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,8000 PRINCETON GLENDALE RD,WEST CHESTER,45069,Butler County
39.275448,-81.580721,Kroger Pharmacy #02900799,Moderna - Ages 12 years and older,(740) 423-7271,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1008 WASHINGTON BLVD,BELPRE,45714,Washington County
41.391346,-83.648642,Kroger Pharmacy #01600878,Pfizer-BioNTech - Ages 12 years and older,(419) 353-5116,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1094 N MAIN ST,BOWLING GREEN,43402,Wood County
41.373099,-81.945042,"CVS Pharmacy, Inc. #04811",Novavax - Ages 12 years and older,(440) 235-1600,https://www.cvs.com/store-locator/details-directions/004811,https://www.cvs.com/immunizations/covid-19-vaccine,27120 BAGLEY RD.,OLMSTED TOWNSHIP,44138,Cuyahoga County
41.44541,-82.119591,Rite Aid #RA104766,Moderna - Ages 12 years and older,440-277-6181,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,2853 GROVE AVENUE,LORAIN,44055-2063,Lorain County
39.17193,-84.760115,Kroger Pharmacy #01400445,Pfizer-BioNTech - Ages 5 through 11 years,(513) 353-0860,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,4001 HAMILTON CLEVES RD,CLEVES,45002,Hamilton County
39.888268,-84.046725,Rite Aid #RA101187,Pfizer-BioNTech - Ages 12 years and older,937-849-1366,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,564 MCADAMS DRIVE,NEW CARLISLE,45344-2501,Clark County
40.054208,-83.07221,Kroger Pharmacy #01600328,Moderna - Ages 6 months through 11 years,(614) 457-1939,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1955 HENDERSON RD,UPPER ARLINGTON,43220,Franklin County
40.132571,-82.886521,"CVS Pharmacy, Inc. #06162",Moderna - Ages 6 months through 11 years,(614) 891-8300,https://www.cvs.com/store-locator/details-directions/006162,https://www.cvs.com/immunizations/covid-19-vaccine,1202 COUNTY LINE ROAD,WESTERVILLE,43081,Delaware County
38.543367,-82.674925,"CVS Pharmacy, Inc. #06349",Novavax - Ages 12 years and older,(740) 533-0747,https://www.cvs.com/store-locator/details-directions/006349,https://www.cvs.com/immunizations/covid-19-vaccine,1109 IRONTON HILLS DR.,IRONTON,45638,Lawrence County
41.388789,-82.109301,"CVS Pharmacy, Inc. #16570",Novavax - Ages 12 years and older,(440) 324-2339,https://www.cvs.com/store-locator/details-directions/016570,https://www.cvs.com/immunizations/covid-19-vaccine,240 MARKET DR,ELYRIA,44035,Lorain County
40.148072,-82.919901,Kroger Pharmacy #01600847,Moderna - Ages 12 years and older,(614) 794-5550,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,7345 STATE ROUTE 3,WESTERVILLE,43082,Delaware County
39.296129,-84.304807,"CVS Pharmacy, Inc. #16469",Novavax - Ages 12 years and older,(513) 677-3879,https://www.cvs.com/store-locator/details-directions/016469,https://www.cvs.com/immunizations/covid-19-vaccine,9841 WATERSTONE BLVD,CINCINNATI,45249,Warren County
40.122045,-82.930408,"CVS Pharmacy, Inc. #06155",Novavax - Ages 12 years and older,(614) 890-4660,https://www.cvs.com/store-locator/details-directions/006155,https://www.cvs.com/immunizations/covid-19-vaccine,145 S. STATE ST.,WESTERVILLE,43081,Franklin County
39.110766,-82.999374,Walmart Inc #10-2572,Moderna - Ages 6 months through 11 years,7409471700,https://www.walmart.com/store/2572,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,990 W Emmitt Ave,Waverly,45690-1095,Pike County
41.132736,-81.466416,Rite Aid #RA104726,Pfizer-BioNTech - Ages 12 years and older,330-922-4466,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,1914 BAILEY ROAD,CUYAHOGA FALLS,44221-4312,Summit County
41.221301,-80.78357,Rite Aid #RA103016,Moderna - Ages 12 years and older,330-369-8444,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,2840 YOUNGSTOWN ROAD SE,WARREN,44484-5063,Trumbull County
39.760277,-84.193404,"CVS Pharmacy, Inc. #03453",Pfizer-BioNTech - Ages 12 years and older,(937) 228-9145,https://www.cvs.com/store-locator/details-directions/003453,https://www.cvs.com/immunizations/covid-19-vaccine,32 N. LUDLOW ST.,DAYTON,45402,Montgomery County
39.724622,-84.151840000000007,Rite Aid #RA104825,Moderna - Ages 6 months through 11 years,937-252-9894,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,1158 WILMINGTON AVENUE,DAYTON,45420-1662,Montgomery County
40.084088,-82.896127,Kroger Pharmacy #01600965,Pfizer-BioNTech - Ages 5 through 11 years,(614) 895-1575,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,5991 S SUNBURY RD # A,WESTERVILLE,43081,Franklin County
39.128468,-84.509274,Kroger Pharmacy #01400929,Pfizer-BioNTech - Ages 12 years and older,(513) 872-1520,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1 W CORRY STREET,CINCINNATI,45219,Hamilton County
41.484494,-81.589514,"CVS Pharmacy, Inc. #04350",Moderna - Ages 12 years and older,(216) 991-3904,https://www.cvs.com/store-locator/details-directions/004350,https://www.cvs.com/immunizations/covid-19-vaccine,13215 SHAKER SQUARE,CLEVELAND,44120,Cuyahoga County
41.313235,-81.735343,"CVS Pharmacy, Inc. #03332",Novavax - Ages 12 years and older,(440) 237-3400,https://www.cvs.com/store-locator/details-directions/003332,https://www.cvs.com/immunizations/covid-19-vaccine,14000 RIDGE ROAD,NORTH ROYALTON,44133,Cuyahoga County
41.583236,-81.479346,"CVS Pharmacy, Inc. #04348",Novavax - Ages 12 years and older,(440) 944-0038,https://www.cvs.com/store-locator/details-directions/004348,https://www.cvs.com/immunizations/covid-19-vaccine,28700 CHARDON RD,WILLOUGHBY HILLS,44092,Lake County
40.06532,-83.074055,Kroger Pharmacy #01600818,Moderna - Ages 12 years and older,(614) 326-5650,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,2090 CROWN PLAZA DR,COLUMBUS,43235,Franklin County
41.046694,-80.61513,"CVS Pharmacy, Inc. #04342",Pfizer-BioNTech - Ages 5 through 11 years,(330) 755-0666,https://www.cvs.com/store-locator/details-directions/004342,https://www.cvs.com/immunizations/covid-19-vaccine,900 YOUNGSTOWN-POLAND ROAD,STRUTHERS,44471,Mahoning County
40.169216,-83.089233,"CVS Pharmacy, Inc. #05457",Pfizer-BioNTech - Ages 5 through 11 years,(614) 718-1508,https://www.cvs.com/store-locator/details-directions/005457,https://www.cvs.com/immunizations/covid-19-vaccine,3488 SELDOM SEEN RD.,POWELL,43065,Delaware County
41.103433,-80.701776,"CVS Pharmacy, Inc. #03996",Pfizer-BioNTech - Ages 12 years and older,(330) 792-8668,https://www.cvs.com/store-locator/details-directions/003996,https://www.cvs.com/immunizations/covid-19-vaccine,2846 MAHONING AVE,YOUNGSTOWN,44509,Mahoning County
40.720237,-82.543905,"CVS Pharmacy, Inc. #06169",Novavax - Ages 12 years and older,(419) 756-1321,https://www.cvs.com/store-locator/details-directions/006169,https://www.cvs.com/immunizations/covid-19-vaccine,1411 LEXINGTON AVENUE,MANSFIELD,44907,Richland County
39.988125,-83.046458,"CVS Pharmacy, Inc. #06147",Moderna - Ages 6 months through 11 years,(614) 486-7159,https://www.cvs.com/store-locator/details-directions/006147,https://www.cvs.com/immunizations/covid-19-vaccine,1495 WEST 5TH AVE.,COLUMBUS,43212,Franklin County
41.374435,-83.648187,"CVS Pharmacy, Inc. #10248",Pfizer-BioNTech - Ages 12 years and older,(419) 352-3119,https://www.cvs.com/store-locator/details-directions/010248,https://www.cvs.com/immunizations/covid-19-vaccine,212 E. WOOSTER ST.,BOWLING GREEN,43402,Wood County
39.336238,-84.562355,Kroger Pharmacy #01400939,Pfizer-BioNTech - Ages 12 years and older,(513) 829-2005,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,560 WESSEL DR,FAIRFIELD,45014,Butler County
39.658209,-84.10472,"CVS Pharmacy, Inc. #17057",Novavax - Ages 12 years and older,(937) 439-9357,https://www.cvs.com/store-locator/details-directions/017057,https://www.cvs.com/immunizations/covid-19-vaccine,4341 FEEDWIRE RD,DAYTON,45440,Greene County
39.238188,-84.350754,Kroger Pharmacy #01400351,Moderna - Ages 12 years and older,(513) 793-1620,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,9939 MONTGOMERY RD.,CINCINNATI,45242,Hamilton County
39.959996,-84.185588,"CVS Pharmacy, Inc. #03476",Pfizer-BioNTech - Ages 12 years and older,(937) 667-8428,https://www.cvs.com/store-locator/details-directions/003476,https://www.cvs.com/immunizations/covid-19-vaccine,914 W. MAIN ST.,TIPP CITY,45371,Miami County
40.720125,-82.547666,Kroger Pharmacy #01600836,Pfizer-BioNTech - Ages 12 years and older,(419) 756-7023,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1500 LEXINGTON AVE,MANSFIELD,44907,Richland County
39.371975,-84.358922,Costco Wholesale Corporation #1632,Pfizer-BioNTech - Ages 12 years and older,(513)-346-7942,https://www.costco.com/pharmacy/adult-immunization-program.html,https://www.costco.com/pharmacy/adult-immunization-program.html,7135 Veterans Blvd,Liberty Township,45044,Butler County
39.189717,-84.598596,Kroger Pharmacy #01400370,Pfizer-BioNTech - Ages 5 through 11 years,(513) 598-7520,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,3491 NORTHBEND RD,CINCINNATI,45239,Hamilton County
41.700829,-81.277047,"CVS Pharmacy, Inc. #04327",Pfizer-BioNTech - Ages 12 years and older,(440) 354-5609,https://www.cvs.com/store-locator/details-directions/004327,https://www.cvs.com/immunizations/covid-19-vaccine,1506 MENTOR AVE,PAINESVILLE,44077,Lake County
39.275448,-81.580721,Kroger Pharmacy #02900799,Pfizer-BioNTech - Ages 12 years and older,(740) 423-7271,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1008 WASHINGTON BLVD,BELPRE,45714,Washington County
40.14979,-82.997149,"CVS Pharmacy, Inc. #02381",Novavax - Ages 12 years and older,(614) 846-8027,https://www.cvs.com/store-locator/details-directions/002381,https://www.cvs.com/immunizations/covid-19-vaccine,9151 SOUTH OLD STATE ROAD,COLUMBUS,43035,Delaware County
40.786938,-80.774741,Rite Aid #RA102418,Moderna - Ages 12 years and older,330-424-7743,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,7844 STATE ROUTE 45,LISBON,44432-9396,Columbiana County
41.420861,-82.674651,"CVS Pharmacy, Inc. #17241",Pfizer-BioNTech - Ages 12 years and older,(419) 609-3341,https://www.cvs.com/store-locator/details-directions/017241,https://www.cvs.com/immunizations/covid-19-vaccine,4020 MILAN RD,SANDUSKY,44870,Erie County
39.227346,-84.439216,"CVS Pharmacy, Inc. #05426",Pfizer-BioNTech - Ages 12 years and older,(513) 733-8550,https://www.cvs.com/store-locator/details-directions/005426,https://www.cvs.com/immunizations/covid-19-vaccine,9197 READING RD.,CINCINNATI,45215,Hamilton County
41.411322,-82.664402,Meijer #142,Moderna - Ages 6 months through 11 years,419-627-7910,https://www.meijer.com/services/pharmacy.html,https://rx.meijer.com/appt/SV0001,4702 Milan Rd,Sandusky,44870,Erie County
41.421616,-82.082248,Sams Club #10-6314,Moderna - Ages 12 years and older,4409347567,https://www.samsclub.com/club/6314,https://www.samsclub.com/pharmacy/immunization?imzType=covid,5225 Cobblestone Rd,Sheffield Village,44035-1489,Lorain County
41.714902,-83.693674,Kroger Pharmacy #01600940,Moderna - Ages 6 months through 11 years,(419) 885-4738,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,6235 MONROE ST,SYLVANIA,43560,Lucas County
40.959498,-81.464503,"CVS Pharmacy, Inc. #10209",Novavax - Ages 12 years and older,(330) 899-9085,https://www.cvs.com/store-locator/details-directions/010209,https://www.cvs.com/immunizations/covid-19-vaccine,3761 MASSILON RD.,GREEN,44685,Summit County
40.282171,-81.000834,Rite Aid #RA101793,Moderna - Ages 12 years and older,740-942-3101,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,651 LINCOLN STREET,CADIZ,43907-9498,Harrison County
39.30063,-83.960879,Kroger Pharmacy #01400395,Moderna - Ages 12 years and older,(937) 783-0270,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1001 CHERRY ST STE A,BLANCHESTER,45107,Clinton County
41.690801,-83.703007,Rite Aid #RA102354,Pfizer-BioNTech - Ages 12 years and older,419-885-2989,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,4018 NORTH MCCORD ROAD,SYLVANIA,43560-3264,Lucas County
39.855926,-82.831917,Kroger Pharmacy #01600851,Moderna - Ages 12 years and older,(614) 834-2805,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,6095 GENDER RD,CANAL WINCHESTER,43110,Franklin County
39.906665,-82.779293,Kroger Pharmacy #01600538,Moderna - Ages 12 years and older,(614) 759-2765,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,1045 HILL RD N,PICKERINGTON,43147,Fairfield County
41.099702,-81.645278,"CVS Pharmacy, Inc. #03092",Pfizer-BioNTech - Ages 12 years and older,(330) 666-4101,https://www.cvs.com/store-locator/details-directions/003092,https://www.cvs.com/immunizations/covid-19-vaccine,1410 CLEVELAND-MASSILLON RD,COPLEY,44321,Summit County
41.163266,-83.415488,Kroger Pharmacy #01600856,Moderna - Ages 12 years and older,(419) 435-4190,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,126 W HIGH ST,FOSTORIA,44830,Seneca County
41.461876,-81.479802,"CVS Pharmacy, Inc. #03301",Moderna - Ages 12 years and older,(216) 831-1466,https://www.cvs.com/store-locator/details-directions/003301,https://www.cvs.com/immunizations/covid-19-vaccine,28100 CHAGRIN BLVD.,WOODMERE,44122,Cuyahoga County
39.355943,-82.975399,"CVS Pharmacy, Inc. #06190",Novavax - Ages 12 years and older,(740) 702-1108,https://www.cvs.com/store-locator/details-directions/006190,https://www.cvs.com/immunizations/covid-19-vaccine,1021 NORTH BRIDGE ST.,CHILLICOTHE,45601,Ross County
39.356075,-84.360941,"CVS Pharmacy, Inc. #16864",Novavax - Ages 12 years and older,(513) 712-1002,https://www.cvs.com/store-locator/details-directions/016864,https://www.cvs.com/immunizations/covid-19-vaccine,7644 VOICE OF AMERICA CENTER DR,WEST CHESTER,45069,Butler County
40.823615,-81.933382,Rite Aid #RA103028,Pfizer-BioNTech - Ages 12 years and older,330-262-9045,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,1955 CLEVELAND ROAD,WOOSTER,44691-2256,Wayne County
39.220322,-84.519106,Kroger Pharmacy #01400384,Moderna - Ages 6 months through 11 years,(513) 728-8650,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,8421 WINTON RD,CINCINNATI,45231,Hamilton County
39.210287,-84.475895,Kroger Pharmacy #01400405,Moderna - Ages 12 years and older,(513) 821-9660,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,8241 VINE ST,CINCINNATI,45216,Hamilton County
39.144703,-84.429539,Kroger Pharmacy #01400355,Moderna - Ages 12 years and older,(513) 871-0725,www.krogerhealth.com,https://www.kroger.com/i/coronavirus-update/vaccine,3760 PAXTON AVE,CINCINNATI,45209,Hamilton County
